I
1000 Generated by WorldEditor

1   3372 0 0 LEF7 El Maillo
100 38.00 4 0 0.25 0 0 0 10  40.57035793 -006.21489864    0    0 0 0 0 0 28  40.57204407 -006.22651536    0    0 0 0 0 0
100 34.00 15 0 0.25 0 0 0 07  40.56754295 -006.22290713    0    0 0 0 0 0 25  40.57017905 -006.21538887    0    0 0 0 0 0
100 34.00 4 0 0.25 0 0 0 18  40.56593713 -006.22291046    0    0 0 0 0 0 36  40.57159887 -006.22253354    0    0 0 0 0 0
102 H1  40.57063400 -006.22353900  85.00 11.00 11.00 2 0 0 0.25 1
110 4 0.25 100.8000 Taxiway
111  40.57505800 -006.22781100
111  40.57574700 -006.22916300
111  40.57572400 -006.22918300
111  40.57503600 -006.22783100
111  40.57395100 -006.22592700
111  40.57247500 -006.22363000
111  40.57249600 -006.22360700
113  40.57397300 -006.22590500
110 4 0.25 100.8000 Taxiway
111  40.57229600 -006.22347100
111  40.57228300 -006.22357400
112  40.57228300 -006.22357400  40.57224800 -006.22358500
112  40.57219100 -006.22362100  40.57216500 -006.22364100
111  40.57191000 -006.22383600
113  40.57188700 -006.22378500
110 4 0.25 100.8000 Taxiway
112  40.57203700 -006.22745600  40.57201600 -006.22742800
112  40.57163900 -006.22692400  40.57161800 -006.22689600
112  40.57158100 -006.22683300  40.57156400 -006.22680000
111  40.57124200 -006.22618500
111  40.57021200 -006.22436900
111  40.57024800 -006.22433400
111  40.57127800 -006.22615100
112  40.57161500 -006.22679500  40.57163200 -006.22682800
112  40.57167300 -006.22688600  40.57169400 -006.22691400
112  40.57206500 -006.22741000  40.57208600 -006.22743800
112  40.57213500 -006.22748400  40.57216000 -006.22750500
111  40.57340500 -006.22855900
111  40.57338100 -006.22860900
114  40.57210700 -006.22753000  40.57208200 -006.22750900
110 4 0.25 100.8000 Taxiway
111  40.56781100 -006.22261300
111  40.56769800 -006.22299500
111  40.56721000 -006.22262400
112  40.56721000 -006.22262400  40.56741300 -006.22261100
112  40.56751200 -006.22258000  40.56751000 -006.22256300
111  40.56763700 -006.22219000
111  40.56781100 -006.22258400
111  40.56782100 -006.22258400
113  40.56782500 -006.22261500
110 4 0.25 100.8000 Taxiway
112  40.56333000 -006.22242200  40.56330000 -006.22242100
111  40.56301800 -006.22241100
111  40.56301900 -006.22235200
112  40.56333600 -006.22236400  40.56336600 -006.22236500
112  40.56342400 -006.22238200  40.56345300 -006.22239300
112  40.56378800 -006.22251300  40.56381700 -006.22252400
112  40.56387600 -006.22252300  40.56390600 -006.22251900
112  40.56406800 -006.22249800  40.56409800 -006.22249400
112  40.56415500 -006.22247100  40.56418300 -006.22245700
112  40.56421800 -006.22243800  40.56424600 -006.22242400
112  40.56424000 -006.22236400  40.56422700 -006.22232900
112  40.56406800 -006.22192500  40.56405500 -006.22189000
112  40.56404400 -006.22181300  40.56404100 -006.22177400
112  40.56402300 -006.22149400  40.56402000 -006.22145500
112  40.56398500 -006.22139600  40.56396200 -006.22137000
112  40.56391100 -006.22131100  40.56388800 -006.22128500
112  40.56383300 -006.22126200  40.56380400 -006.22125500
112  40.56348700 -006.22118000  40.56345800 -006.22117300
112  40.56341300 -006.22112600  40.56339300 -006.22109700
111  40.56313400 -006.22072400
111  40.56316800 -006.22068400
112  40.56343500 -006.22107200  40.56345500 -006.22110100
112  40.56350900 -006.22112600  40.56353800 -006.22113300
112  40.56385300 -006.22120600  40.56388200 -006.22121300
112  40.56393100 -006.22125500  40.56395400 -006.22128100
112  40.56402900 -006.22136800  40.56405200 -006.22139400
112  40.56406700 -006.22146600  40.56407000 -006.22150500
112  40.56408800 -006.22179700  40.56409100 -006.22183600
112  40.56411200 -006.22190900  40.56412500 -006.22194400
112  40.56428700 -006.22235600  40.56430000 -006.22239100
112  40.56434900 -006.22243000  40.56437700 -006.22244400
112  40.56458900 -006.22254600  40.56461700 -006.22256000
112  40.56467600 -006.22256100  40.56470600 -006.22255700
112  40.56495200 -006.22252400  40.56498200 -006.22252000
112  40.56503700 -006.22249000  40.56506400 -006.22247100
112  40.56522500 -006.22235700  40.56525200 -006.22233800
112  40.56530900 -006.22231600  40.56533800 -006.22230700
112  40.56540900 -006.22228700  40.56543800 -006.22227800
112  40.56548500 -006.22231500  40.56550600 -006.22234200
112  40.56558400 -006.22244200  40.56560500 -006.22246900
112  40.56563600 -006.22253600  40.56564900 -006.22257100
112  40.56578600 -006.22294500  40.56579900 -006.22298000
112  40.56583600 -006.22304200  40.56585600 -006.22307100
112  40.56590700 -006.22314300  40.56592700 -006.22317200
112  40.56598200 -006.22319300  40.56601200 -006.22319700
112  40.56625100 -006.22323000  40.56628100 -006.22323400
112  40.56634000 -006.22324900  40.56636900 -006.22325800
112  40.56688800 -006.22340600  40.56691700 -006.22341500
112  40.56697100 -006.22344800  40.56699700 -006.22346700
112  40.56732300 -006.22370600  40.56734900 -006.22372500
112  40.56740600 -006.22374700  40.56743500 -006.22375500
111  40.56778900 -006.22385100
112  40.56871800 -006.22418300  40.56874700 -006.22419400
112  40.56880600 -006.22420200  40.56883600 -006.22420400
112  40.56914100 -006.22422800  40.56917100 -006.22423000
112  40.56923000 -006.22422200  40.56925900 -006.22421600
112  40.57009100 -006.22405400  40.57012000 -006.22404800
112  40.57017800 -006.22402700  40.57020700 -006.22401500
112  40.57032500 -006.22396800  40.57035400 -006.22395600
