I
1000 Generated by WorldEditor

1    456 0 0 LE68 Turre-Cortijo Grande
100 20.00 1 0 0.25 0 0 0 05  37.13348960 -001.93827841    0    0 0 0 0 0 23  37.13791840 -001.93205159    0    0 0 0 0 0
110 1 0.25 48.3100 Taxiway
111  37.13573300 -001.93638600
112  37.13572700 -001.93637700  37.13572200 -001.93637100
112  37.13565500 -001.93633900  37.13561200 -001.93632000
111  37.13558900 -001.93630900
112  37.13538100 -001.93625100  37.13536900 -001.93624800
112  37.13529400 -001.93617400  37.13524800 -001.93612600
112  37.13525600 -001.93613400  37.13521000 -001.93608600
111  37.13510200 -001.93618100
111  37.13508100 -001.93587300
111  37.13536700 -001.93581000
112  37.13536700 -001.93581000  37.13528700 -001.93592200
112  37.13531600 -001.93605000  37.13536200 -001.93609800
112  37.13542000 -001.93615800  37.13546600 -001.93620600
112  37.13550600 -001.93622300  37.13551700 -001.93621800
111  37.13559300 -001.93618500
111  37.13562000 -001.93616100
111  37.13564600 -001.93613800
111  37.13577000 -001.93617900
111  37.13578100 -001.93612500
111  37.13591100 -001.93628900
111  37.13602000 -001.93642500
111  37.13601600 -001.93642700
111  37.13596500 -001.93666200
111  37.13595800 -001.93667300
111  37.13595100 -001.93668300
111  37.13583100 -001.93685200
111  37.13580100 -001.93689400
112  37.13563700 -001.93678500  37.13554700 -001.93668500
112  37.13554100 -001.93667800  37.13545100 -001.93657800
112  37.13535100 -001.93651600  37.13531400 -001.93650800
112  37.13528100 -001.93651700  37.13527100 -001.93652500
112  37.13523200 -001.93655600  37.13522200 -001.93656400
112  37.13517400 -001.93652800  37.13514500 -001.93650100
112  37.13502400 -001.93639100  37.13499500 -001.93636400
112  37.13486100 -001.93651900  37.13478100 -001.93663100
111  37.13486100 -001.93651900
111  37.13485900 -001.93618400
111  37.13510200 -001.93618100
112  37.13506100 -001.93634000  37.13509000 -001.93636700
112  37.13520700 -001.93647400  37.13523600 -001.93650100
112  37.13526600 -001.93650200  37.13527600 -001.93649400
112  37.13534500 -001.93643900  37.13535500 -001.93643100
112  37.13543100 -001.93644200  37.13547800 -001.93645200
112  37.13556900 -001.93647100  37.13561600 -001.93648100
111  37.13569900 -001.93655100
111  37.13575800 -001.93661700
111  37.13579500 -001.93656500
111  37.13583300 -001.93651000
113  37.13582100 -001.93649600
110 2 0.25 48.3100 Taxiway
112  37.13787800 -001.93022400  37.13789600 -001.93020500
111  37.13800400 -001.93009100
111  37.13802700 -001.93012600
112  37.13790700 -001.93025200  37.13788800 -001.93027100
112  37.13786200 -001.93032100  37.13785100 -001.93034800
111  37.13777400 -001.93052800
111  37.13764700 -001.93088500
112  37.13762500 -001.93096700  37.13761800 -001.93099600
112  37.13761900 -001.93104600  37.13762200 -001.93107000
112  37.13764800 -001.93110800  37.13766400 -001.93112500
112  37.13770900 -001.93113300  37.13773300 -001.93113300
112  37.13771200 -001.93113300  37.13773600 -001.93113300
112  37.13777800 -001.93110800  37.13779800 -001.93109100
112  37.13782600 -001.93107000  37.13784600 -001.93105300
112  37.13788800 -001.93102400  37.13790900 -001.93101000
112  37.13799600 -001.93095300  37.13801700 -001.93093900
112  37.13806200 -001.93094800  37.13808500 -001.93095900
112  37.13809900 -001.93096700  37.13812200 -001.93097800
112  37.13816100 -001.93101100  37.13818000 -001.93103000
111  37.13857400 -001.93142500
112  37.13866100 -001.93153100  37.13867800 -001.93155200
112  37.13869700 -001.93160500  37.13870400 -001.93163400
112  37.13871700 -001.93168400  37.13872400 -001.93171300
112  37.13872900 -001.93177200  37.13873000 -001.93180200
112  37.13873300 -001.93183400  37.13873400 -001.93186400
112  37.13872700 -001.93192300  37.13872200 -001.93195200
112  37.13871500 -001.93198700  37.13871000 -001.93201600
112  37.13869100 -001.93207100  37.13868000 -001.93209800
111  37.13861300 -001.93226500
111  37.13846600 -001.93257800
111  37.13832000 -001.93292100
112  37.13808300 -001.93347700  37.13807200 -001.93350400
112  37.13804100 -001.93354900  37.13802400 -001.93357000
111  37.13774400 -001.93393500
112  37.13752000 -001.93422100  37.13750300 -001.93424200
112  37.13747400 -001.93429000  37.13746000 -001.93431500
112  37.13733700 -001.93453000  37.13732300 -001.93455500
112  37.13730700 -001.93461100  37.13730100 -001.93464000
112  37.13722200 -001.93500000  37.13721600 -001.93502900
112  37.13720800 -001.93508900  37.13720500 -001.93511900
112  37.13714100 -001.93566600  37.13713800 -001.93569600
112  37.13712500 -001.93575400  37.13711800 -001.93578300
111  37.13707600 -001.93593600
112  37.13702000 -001.93609400  37.13701000 -001.93612100
112  37.13698500 -001.93617200  37.13697200 -001.93619700
111  37.13685800 -001.93640800
111  37.13646400 -001.93703600
112  37.13628500 -001.93727700  37.13626800 -001.93729900
112  37.13622900 -001.93733300  37.13620800 -001.93734800
112  37.13617400 -001.93737300  37.13615300 -001.93738800
112  37.13610900 -001.93741100  37.13608600 -001.93742100
112  37.13600900 -001.93745600  37.13598600 -001.93746600
112  37.13594600 -001.93749700  37.13592700 -001.93751400
112  37.13581800 -001.93760800  37.13579900 -001.93762500
112  37.13576200 -001.93766300  37.13574400 -001.93768200
112  37.13560000 -001.93783600  37.13558200 -001.93785500
112  37.13554200 -001.93788800  37.13552100 -001.93790300
111  37.13546800 -001.93794200
112  37.13515800 -001.93813900  37.13513700 -001.93815200
112  37.13509000 -001.93816400  37.13506600 -001.93816700
112  37.13497900 -001.93818200  37.13495500 -001.93818500
112  37.13490800 -001.93817700  37.13488500 -001.93817000
112  37.13483600 -001.93815800  37.13481300 -001.93815100
112  37.13476500 -001.93814800  37.13474100 -001.93814800
111  37.13460000 -001.93814700
112  37.13430500 -001.93818200  37.13428100 -001.93818500
112  37.13423800 -001.93820800  37.13421700 -001.93822300
111  37.13412600 -001.93828800
112  37.13397800 -001.93840700  37.13395800 -001.93842300
112  37.13392400 -001.93846500  37.13390800 -001.93848800
112  37.13382800 -001.93859800  37.13381200 -001.93862100
112  37.13378300 -001.93866900  37.13376900 -001.93869400
112  37.13370200 -001.93881100  37.13368800 -001.93883600
112  37.13364700 -001.93886400  37.13362400 -001.93887500
112  37.13359700 -001.93888700  37.13357400 -001.93889800
112  37.13352700 -001.93889900  37.13350300 -001.93889600
112  37.13339200 -001.93888200  37.13336800 -001.93887900
112  37.13332300 -001.93886000  37.13330100 -001.93884800
112  37.13312900 -001.93875300  37.13310700 -001.93874100
112  37.13306700 -001.93870900  37.13304800 -001.93869200
112  37.13275400 -001.93843000  37.13273500 -001.93841300
112  37.13270800 -001.93836400  37.13269700 -001.93833700
112  37.13268400 -001.93830800  37.13267300 -001.93828100
112  37.13266600 -001.93822300  37.13266500 -001.93819300
112  37.13266500 -001.93818600  37.13266400 -001.93815600
112  37.13266800 -001.93809600  37.13267100 -001.93806600
112  37.13267100 -001.93805600  37.13267400 -001.93802600
